Time	GateI	GateV	DrainI	Vref
4.2600030E+02	-8.1908300E-07	-7.0000000E-01	7.4467100E-07	-7.4960170E-01
4.2800046E+02	-7.8564200E-07	-7.0000000E-01	7.1048400E-07	-7.5242240E-01
4.3000019E+02	-7.5617400E-07	-7.0000000E-01	6.8163300E-07	-7.5493960E-01
4.3200010E+02	-7.3152500E-07	-7.0000000E-01	6.5707900E-07	-7.5723430E-01
4.3400027E+02	-7.0882300E-07	-7.0000000E-01	6.3244900E-07	-7.5932680E-01
4.3600014E+02	-6.8789900E-07	-7.0000000E-01	6.1292800E-07	-7.6125020E-01
4.3800039E+02	-6.7086600E-07	-7.0000000E-01	5.9487800E-07	-7.6302620E-01
4.4000048E+02	-6.5479600E-07	-7.0000000E-01	5.7676500E-07	-7.6467290E-01
4.4200047E+02	-6.3772500E-07	-7.0000000E-01	5.6161200E-07	-7.6620460E-01
4.4400025E+02	-6.2478200E-07	-7.0000000E-01	5.4861900E-07	-7.6763830E-01
4.4600031E+02	-6.1167200E-07	-7.0000000E-01	5.3442600E-07	-7.6896980E-01
4.4800020E+02	-5.9970700E-07	-7.0000000E-01	5.2347000E-07	-7.7021850E-01
4.5000034E+02	-1.2438500E-06	-7.5000000E-01	1.2093300E-06	-7.7139330E-01
4.5200033E+02	-1.0281800E-06	-7.5000000E-01	9.4905300E-07	-7.8274710E-01
4.5400022E+02	-9.7002600E-07	-7.5000000E-01	8.9342900E-07	-7.8648400E-01
4.5600037E+02	-9.2949600E-07	-7.5000000E-01	8.5051800E-07	-7.8953060E-01
4.5800024E+02	-8.9650200E-07	-7.5000000E-01	8.1616200E-07	-7.9213450E-01
4.6000026E+02	-8.6690200E-07	-7.5000000E-01	7.8889300E-07	-7.9441160E-01
4.6200008E+02	-8.4207900E-07	-7.5000000E-01	7.6292600E-07	-7.9644120E-01
4.6400050E+02	-8.2266000E-07	-7.5000000E-01	7.3989800E-07	-7.9825090E-01
